,nav,cash,SH600718_P,SH600098_P,SH603328_P,SH600350_P,SZ000667_P,SH601127_P,SH600325_P,SH603658_P,SH601928_P,SH603883_P,SH600240_P,SH600614_P,SZ002477_P,SH600748_P,SZ002359_P,SZ000997_P,SZ300199_P,SH600478_P,SH600996_P,SZ002273_P,SH600687_P,SH600155_P,SH600166_P,SZ002690_P,SH603806_P,SZ002249_P,SH603000_P,SZ002867_P,SH601098_P,SH603877_P,SZ002280_P,SZ002176_P,SZ000021_P,SZ002681_P,SZ002056_P,SZ000636_P,SH601100_P,SZ002064_P,SZ002049_P,SH600515_P,SZ002465_P,SZ000158_P,SH603888_P,SZ002217_P,SH603517_P,SH603939_P,SH600161_P,SZ300357_P,SZ002901_P,SH600006_P,SZ300072_P,SZ002002_P,SH603707_P,SZ000999_P,SZ002051_P,SZ002048_P,SZ002941_P,SZ002038_P,SZ002821_P,SH603605_P,SZ300595_P,SZ000998_P,SZ002004_P,SZ002019_P,SH600827_P,SZ000785_P,SH601811_P,SH603056_P,SZ002470_P,SZ002203_P,SZ002212_P,SH600879_P,SZ002127_P,SZ000537_P,SZ300316_P,SZ002373_P,SH600335_P,SH600694_P,SZ000685_P,SH600859_P,SZ002439_P,SZ300474_P,SH601678_P,SH600565_P,SZ002081_P,SZ002156_P,SZ002444_P,SH601872_P,SZ300724_P,SH601000_P,SH603786_P,SH600871_P,SH601869_P,SH600259_P,SH600521_P,SH688208_P,SH688065_P,SH600657_P,SH600399_P,SZ000062_P,SZ000932_P,SZ300253_P,SH601699_P,SH688006_P,SH600546_P,SZ002985_P,SZ300115_P,SH600037_P,SZ300630_P,SH600056_P,SZ300088_P,SH600418_P,SZ002191_P,SZ000983_P,SH600373_P,SH600572_P,SH601611_P,SH603225_P,SH601456_P,SH600026_P,SH600236_P,SH600006_A,SH600008_A,SH600017_A,SH600021_A,SH600022_A,SH600026_A,SH600037_A,SH600039_A,SH600053_A,SH600056_A,SH600058_A,SH600060_A,SH600062_A,SH600064_A,SH600073_A,SH600079_A,SH600086_A,SH600094_A,SH600098_A,SH600120_A,SH600122_A,SH600125_A,SH600126_A,SH600138_A,SH600141_A,SH600143_A,SH600151_A,SH600155_A,SH600158_A,SH600160_A,SH600161_A,SH600166_A,SH600167_A,SH600169_A,SH600171_A,SH600179_A,SH600183_A,SH600184_A,SH600195_A,SH600201_A,SH600216_A,SH600240_A,SH600256_A,SH600258_A,SH600259_A,SH600260_A,SH600266_A,SH600267_A,SH600270_A,SH600277_A,SH600280_A,SH600282_A,SH600291_A,SH600298_A,SH600307_A,SH600312_A,SH600315_A,SH600316_A,SH600325_A,SH600329_A,SH600335_A,SH600338_A,SH600348_A,SH600350_A,SH600366_A,SH600373_A,SH600376_A,SH600380_A,SH600388_A,SH600392_A,SH600393_A,SH600409_A,SH600410_A,SH600416_A,SH600418_A,SH600426_A,SH600428_A,SH600435_A,SH600458_A,SH600460_A,SH600466_A,SH600478_A,SH600499_A,SH600500_A,SH600503_A,SH600507_A,SH600511_A,SH600525_A,SH600528_A,SH600536_A,SH600545_A,SH600557_A,SH600563_A,SH600565_A,SH600567_A,SH600572_A,SH600575_A,SH600580_A,SH600582_A,SH600584_A,SH600594_A,SH600597_A,SH600598_A,SH600600_A,SH600611_A,SH600614_A,SH600618_A,SH600623_A,SH600633_A,SH600639_A,SH600640_A,SH600642_A,SH600643_A,SH600645_A,SH600648_A,SH600649_A,SH600655_A,SH600657_A,SH600664_A,SH600673_A,SH600687_A,SH600694_A,SH600699_A,SH600717_A,SH600718_A,SH600729_A,SH600737_A,SH600743_A,SH600748_A,SH600750_A,SH600751_A,SH600754_A,SH600755_A,SH600757_A,SH600759_A,SH600765_A,SH600770_A,SH600773_A,SH600777_A,SH600779_A,SH600782_A,SH600787_A,SH600801_A,SH600804_A,SH600808_A,SH600811_A,SH600820_A,SH600823_A,SH600827_A,SH600835_A,SH600839_A,SH600848_A,SH600859_A,SH600862_A,SH600863_A,SH600869_A,SH600872_A,SH600874_A,SH600875_A,SH600879_A,SH600881_A,SH600884_A,SH600885_A,SH600895_A,SH600901_A,SH600908_A,SH600917_A,SH600939_A,SH600959_A,SH600967_A,SH600970_A,SH600971_A,SH600978_A,SH600993_A,SH600996_A,SH601000_A,SH601001_A,SH601003_A,SH601005_A,SH601016_A,SH601019_A,SH601020_A,SH601098_A,SH601100_A,SH601106_A,SH601127_A,SH601128_A,SH601168_A,SH601179_A,SH601200_A,SH601231_A,SH601311_A,SH601326_A,SH601608_A,SH601678_A,SH601689_A,SH601717_A,SH601718_A,SH601777_A,SH601801_A,SH601811_A,SH601866_A,SH601869_A,SH601872_A,SH601880_A,SH601928_A,SH601958_A,SH601966_A,SH601969_A,SH601990_A,SH603000_A,SH603025_A,SH603056_A,SH603077_A,SH603169_A,SH603198_A,SH603225_A,SH603228_A,SH603233_A,SH603328_A,SH603355_A,SH603369_A,SH603377_A,SH603444_A,SH603486_A,SH603515_A,SH603556_A,SH603568_A,SH603569_A,SH603650_A,SH603658_A,SH603659_A,SH603712_A,SH603766_A,SH603806_A,SH603816_A,SH603866_A,SH603868_A,SH603877_A,SH603883_A,SH603885_A,SH603888_A,SH603899_A,SZ000006_A,SZ000008_A,SZ000009_A,SZ000012_A,SZ000021_A,SZ000025_A,SZ000027_A,SZ000028_A,SZ000031_A,SZ000039_A,SZ000049_A,SZ000060_A,SZ000061_A,SZ000062_A,SZ000066_A,SZ000078_A,SZ000089_A,SZ000090_A,SZ000156_A,SZ000158_A,SZ000400_A,SZ000401_A,SZ000418_A,SZ000426_A,SZ000488_A,SZ000501_A,SZ000513_A,SZ000519_A,SZ000528_A,SZ000536_A,SZ000537_A,SZ000541_A,SZ000543_A,SZ000547_A,SZ000552_A,SZ000559_A,SZ000563_A,SZ000564_A,SZ000581_A,SZ000587_A,SZ000596_A,SZ000598_A,SZ000600_A,SZ000612_A,SZ000623_A,SZ000636_A,SZ000656_A,SZ000667_A,SZ000681_A,SZ000685_A,SZ000686_A,SZ000690_A,SZ000712_A,SZ000717_A,SZ000718_A,SZ000723_A,SZ000727_A,SZ000729_A,SZ000732_A,SZ000738_A,SZ000750_A,SZ000758_A,SZ000761_A,SZ000766_A,SZ000778_A,SZ000807_A,SZ000813_A,SZ000829_A,SZ000830_A,SZ000848_A,SZ000860_A,SZ000877_A,SZ000878_A,SZ000887_A,SZ000926_A,SZ000930_A,SZ000932_A,SZ000937_A,SZ000960_A,SZ000969_A,SZ000970_A,SZ000975_A,SZ000980_A,SZ000987_A,SZ000988_A,SZ000990_A,SZ000997_A,SZ000998_A,SZ000999_A,SZ002002_A,SZ002004_A,SZ002013_A,SZ002019_A,SZ002028_A,SZ002030_A,SZ002038_A,SZ002041_A,SZ002048_A,SZ002049_A,SZ002051_A,SZ002056_A,SZ002064_A,SZ002074_A,SZ002078_A,SZ002092_A,SZ002093_A,SZ002110_A,SZ002118_A,SZ002127_A,SZ002128_A,SZ002129_A,SZ002131_A,SZ002147_A,SZ002152_A,SZ002155_A,SZ002174_A,SZ002176_A,SZ002183_A,SZ002191_A,SZ002195_A,SZ002212_A,SZ002221_A,SZ002223_A,SZ002233_A,SZ002242_A,SZ002244_A,SZ002249_A,SZ002250_A,SZ002251_A,SZ002254_A,SZ002266_A,SZ002268_A,SZ002273_A,SZ002276_A,SZ002277_A,SZ002280_A,SZ002281_A,SZ002285_A,SZ002299_A,SZ002302_A,SZ002308_A,SZ002317_A,SZ002332_A,SZ002340_A,SZ002344_A,SZ002345_A,SZ002353_A,SZ002354_A,SZ002358_A,SZ002359_A,SZ002366_A,SZ002368_A,SZ002371_A,SZ002372_A,SZ002373_A,SZ002375_A,SZ002384_A,SZ002385_A,SZ002390_A,SZ002399_A,SZ002400_A,SZ002407_A,SZ002408_A,SZ002410_A,SZ002414_A,SZ002416_A,SZ002424_A,SZ002426_A,SZ002431_A,SZ002434_A,SZ002437_A,SZ002439_A,SZ002440_A,SZ002444_A,SZ002463_A,SZ002465_A,SZ002470_A,SZ002477_A,SZ002482_A,SZ002489_A,SZ002491_A,SZ002500_A,SZ002503_A,SZ002505_A,SZ002506_A,SZ002507_A,SZ002509_A,SZ002512_A,SZ002517_A,SZ002544_A,SZ002563_A,SZ002573_A,SZ002583_A,SZ002588_A,SZ002589_A,SZ002603_A,SZ002635_A,SZ002640_A,SZ002642_A,SZ002663_A,SZ002665_A,SZ002670_A,SZ002672_A,SZ002681_A,SZ002690_A,SZ002699_A,SZ002701_A,SZ002707_A,SZ002709_A,SZ002745_A,SZ002807_A,SZ002815_A,SZ002818_A,SZ002831_A,SZ002839_A,SZ002916_A,SZ002920_A,SZ300001_A,SZ300002_A,SZ300010_A,SZ300026_A,SZ300027_A,SZ300055_A,SZ300058_A,SZ300088_A,SZ300113_A,SZ300115_A,SZ300133_A,SZ300134_A,SZ300146_A,SZ300156_A,SZ300159_A,SZ300166_A,SZ300168_A,SZ300182_A,SZ300197_A,SZ300199_A,SZ300202_A,SZ300244_A,SZ300253_A,SZ300257_A,SZ300266_A,SZ300274_A,SZ300287_A,SZ300291_A,SZ300297_A,SZ300308_A,SZ300315_A,SZ300316_A,SZ300324_A,SZ300347_A,SZ300376_A,SZ300383_A,SZ300413_A,SZ300418_A,SZ300450_A,SZ300459_A,SZ002948_A,SZ002946_A,SH600273_A,SZ300014_A,SZ300296_A,SZ000983_A,SH600763_A,SH600739_A,SZ002957_A,SH603517_A,SH603858_A,SZ000959_A,SH600150_A,SH600446_A,SZ300285_A,SZ002085_A,SZ002180_A,SH600845_A,SH601615_A,SH601228_A,SZ002572_A,SZ002382_A,SZ002936_A,SZ000301_A,SH600317_A,SZ002203_A,SH601799_A,SH603707_A,SH600728_A,SH600704_A,SZ000967_A,SH601233_A,SZ002812_A,SH600132_A,SZ002925_A,SH603939_A,SH601068_A,SH603317_A,SH601865_A,SH601598_A,SZ002217_A,SH601699_A,SZ002387_A,SZ000553_A,SZ000825_A,SH601611_A,SZ002075_A,SH600745_A,SH600903_A,SH603379_A,SZ002625_A,SH600339_A,SH600415_A,SZ002419_A,SZ300072_A,SZ002941_A,SZ300207_A,SZ002653_A,SZ000050_A,SH600985_A,SH600707_A,SZ300529_A,SH601118_A,SZ002423_A,SZ002065_A,SZ300009_A,SH600486_A,SH600549_A,SZ000883_A,SH600521_A,SZ300012_A,SZ002926_A,SH603338_A,SH603983_A,SH601975_A,SZ000402_A,SZ001872_A,SH600909_A,SH600515_A,SZ002797_A,SH601099_A,SZ300251_A,SZ300180_A,SZ002867_A,SH603882_A,SH600497_A,SH601139_A,SH601333_A,SH603256_A,SH600776_A,SZ002821_A,SZ000869_A,SZ000826_A,SH601860_A,SZ000046_A,SZ300630_A,SZ300070_A,SZ300482_A,SZ300558_A,SH600535_A,SZ002458_A,SZ300474_A,SH601512_A,SZ000629_A,SZ300496_A,SZ000739_A,SZ300212_A,SZ000630_A,SZ002080_A,SZ002396_A,SZ300017_A,SH600153_A,SZ002124_A,SH603786_A,SZ002648_A,SZ300271_A,SZ000898_A,SH600667_A,SZ000785_A,SZ300595_A,SZ002901_A,SZ002081_A,SH600675_A,SZ002429_A,SH603605_A,SZ000415_A,SH600566_A,SZ300357_A,SZ002511_A,SZ300024_A,SZ300618_A,SH600733_A,SZ002557_A,SH600529_A,SZ000800_A,SZ002294_A,SZ002010_A,SZ002156_A,SZ001914_A,SZ002138_A,SZ002595_A,SZ002185_A,SH601636_A,SH601778_A,SH600498_A,SH600095_A,SH688536_A,SH600968_A,SH600372_A,SH601991_A,SH600871_A,SZ300869_A,SH600271_A,SZ300463_A,SZ002146_A,SH603127_A,SH688321_A,SH688289_A,SH600867_A,SH600487_A,SH600157_A,SZ001203_A,SZ300741_A,SZ002430_A,SH600299_A,SZ300037_A,SH603156_A,SH601992_A,SH601187_A,SZ300223_A,SH600236_A,SZ002739_A,SZ000671_A,SZ002683_A,SZ002508_A,SH601577_A,SH600517_A,SZ002966_A,SH600556_A,SH600637_A,SH688029_A,SZ300136_A,SZ002945_A,SH600188_A,SH601828_A,SH601077_A,SZ300763_A,SH601298_A,SH603290_A,SH600399_A,SH600390_A,SH600516_A,SZ000728_A,SZ002468_A,SH600027_A,SZ000961_A,SH603708_A,SH688521_A,SZ002705_A,SH601117_A,SH603267_A,SZ002153_A,SH600546_A,SH600732_A,SH600803_A,SH600131_A,SH600369_A,SH601156_A,SZ002532_A,SH600066_A,SH603893_A,SH603613_A,SH600297_A,SZ002673_A,SZ300363_A,SH600956_A,SH688005_A,SH600170_A,SH688188_A,SH688088_A,SH601555_A,SH688006_A,SH600038_A,SZ000733_A,SH688208_A,SZ002985_A,SH605358_A,SH600208_A,SH600998_A,SH688099_A,SH600398_A,SH600906_A,SZ002422_A,SH603927_A,SZ300751_A,SZ000540_A,SH601997_A,SH603638_A,SH603589_A,SH600928_A,SZ002958_A,SH603456_A,SH600663_A,SZ003022_A,SH600482_A,SH600764_A,SH601665_A,SZ003035_A,SH601456_A,SH688002_A,SZ000709_A,SZ300724_A,SH600988_A,SZ002939_A,SH600705_A,SH688065_A,SH600522_A,SH600377_A,SZ002409_A,SH601568_A,SZ300699_A,SH603218_A,SH600177_A,SH603719_A,SH600233_A,SZ001965_A,SH600118_A,SH601198_A
2019-01-02,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-03,982192.6328831874,423.6223887761298,27398.4942274464,54737.851294081935,103085.558365074,45065.89927976187,23230.137516078732,48852.85083218745,13215.183963904443,44706.56961537276,134670.30373702385,48399.4802491054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16281302273273468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011218912899494171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07207216322422028,0.0,0.0,0.0,0.0,0.10112308710813522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26394033432006836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0770663246512413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029194079339504242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11741958558559418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051610805094242096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02343638800084591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08408462256193161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030055337119847536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003015188267454505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-04,994564.084488952,1992.095438232369,27398.4942274464,54415.78808247008,102140.35188444902,45096.75709820238,22659.042123317977,49677.08220185385,13135.447292905345,42677.41866760988,136700.74573631442,50713.19128794303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16281302273273468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011218912899494171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07207216322422028,0.0,0.0,0.0,0.0,0.10112308710813522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26394033432006836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0770663246512413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029194079339504242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11741958558559418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051610805094242096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02343638800084591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08408462256193161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030055337119847536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003015188267454505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
